compound_id	smiles	chem_name	mw
275	COC(=O)C1=C(C)N(c2ccc(OC)cc2)C(=S)NC1c1ccc(C#N)cc1		
276	COC(=O)C1=C(C)N(c2ccc(OC)cc2)C(=S)NC1c1cccc(F)c1		
277	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1cc(C)ccc1C		
278	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1ccc(C)cc1		
279	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1ccc(Cl)cc1		
280	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1ccc(F)cc1F		
281	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1ccc(OC)c(OC)c1		
282	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1ccc(OC)cc1OC		
283	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1cccc(C)c1		
284	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1cccc(F)c1		
285	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1cccc(OC)c1		
286	COC(=O)C1=C(C)N(c2ccc3c(c2)OCCO3)C(=S)NC1c1ccccc1F		
287	COC(=O)C1=C(C)N(c2ccc3c(c2)OCO3)C(=O)NC1c1c(F)cccc1F		
288	COC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=S)NC1c1ccc(F)cc1		
289	COC(=O)C1=C(C)N(c2cccc(C)c2)C(=S)NC1c1ccc(C(=O)O)cc1		
290	COC(=O)C1=C(C)N(c2cccc(C)c2)C(=S)NC1c1cccc(OC)c1OC		
291	COC(=O)C1=C(C)N(c2ccccc2)C(=S)NC1c1c(F)cccc1Cl		
292	COC(=O)C1=C(C)N(c2ccccc2)C(=S)NC1c1c(F)cccc1F		
293	COC(=O)C1=C(C)N(c2ccccc2)C(=S)NC1c1ccc(C(=O)O)cc1		
294	COC(=O)C1=C(C)N(c2ccccc2OC)C(=S)NC1c1ccccc1C		
295	COC(=O)C1=C(C)NC(=O)NC1c1cc(Br)ccc1F		
296	COC(=O)C1=C(C)NC(=O)NC1c1ccc(-c2ccccc2Cl)s1		
297	COC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)c(OC(F)F)c1		
298	COC(=O)C1=C(C)NC(=S)NC1c1ccc(C(=O)OCc2ccccc2)[nH]1	methyl 4-{5-[(benzyloxy)carbonyl]-1H-pyrrol-2-yl}-6-methyl-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate	385.44
299	COC(=O)C1=C(C)NC(=S)NC1c1ccc(C)cc1		
300	COC(=O)C1=C(C)NC(=S)NC1c1ccc(Oc2ccc(C(C)(C)C)cc2)c([N+](=O)[O-])c1		
301	COC(=O)C1=C(C)NC(=S)NC1c1ccc(Oc2ccc(F)cc2)c([N+](=O)[O-])c1		
302	COC(=O)C1=C(C)NC(=S)NC1c1ccc2cc(OC)ccc2c1		
303	COC(=O)C1=C(C)NC(=S)NC1c1ccc2ccccc2c1		
304	COC(=O)C1=C(C)NC(=S)NC1c1cccc(C)c1		
305	COC(=O)C1=C(C)NC(=S)NC1c1cccc(F)c1		
306	COC(=O)C1=C(C)NC(=S)NC1c1cccc(OC)c1		
307	COC(=O)C1=C(C)NC(=S)NC1c1cccc(OC2CCCC2)c1		
308	COC(=O)C1=C(C2(C)CC2)N(Cc2ccc(OC)cc2)C(=O)NC1c1nnc[nH]1	methyl 1-[(4-methoxyphenyl)methyl]-6-(1-methylcyclopropyl)-2-oxo-4-(4H-1,2,4-triazol-3-yl)-1,2,3,4-tetrahydropyrimidine-5-carboxylate	397.43
309	COC(=O)C1=C(C2CC(F)(F)C2)N(C)C(=O)N(C)C1c1ccc(Cl)cn1	methyl 4-(5-chloropyridin-2-yl)-6-(3,3-difluorocyclobutyl)-1,3-dimethyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	385.79
310	COC(=O)C1=C(C2CCC2)N(c2ccc(C)cc2)C(=S)NC1c1nnn(C)n1	methyl 6-cyclobutyl-4-(2-methyl-2H-1,2,3,4-tetrazol-5-yl)-1-(4-methylphenyl)-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate	398.48
311	COC(=O)C1=C(C2CCCC2)N(Cc2cccs2)C(=O)NC1c1ccon1	methyl 6-cyclopentyl-4-(1,2-oxazol-3-yl)-2-oxo-1-[(thiophen-2-yl)methyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	387.45
312	COC(=O)C1=C(CC(C)C)N(CC(=O)O)C(=O)NC1c1cn(CC(=O)O)cn1	2-{4-[1-(carboxymethyl)-5-(methoxycarbonyl)-6-(2-methylpropyl)-2-oxo-1,2,3,4-tetrahydropyrimidin-4-yl]-1H-imidazol-1-yl}acetic acid	394.38
313	COC(=O)C1=C(CF)N(C)C(=O)NC1c1cnc(Cl)c(C)c1	methyl 4-(6-chloro-5-methylpyridin-3-yl)-6-(fluoromethyl)-1-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	327.74
314	COC(=O)C1=C(CF)N(C2CC2)C(=S)NC1c1ccc(-n2ccnn2)cc1	methyl 1-cyclopropyl-6-(fluoromethyl)-2-sulfanylidene-4-[4-(1H-1,2,3-triazol-1-yl)phenyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	387.43
315	COC(=O)C1=C(CF)N(CC2CC2)C(=O)NC1c1cn2cc(C)ccc2n1	methyl 1-(cyclopropylmethyl)-6-(fluoromethyl)-4-{6-methylimidazo[1,2-a]pyridin-2-yl}-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	372.39
316	COC(=O)C1=C(CF)N(CCc2cccs2)C(=O)NC1c1ccncc1C	methyl 6-(fluoromethyl)-4-(3-methylpyridin-4-yl)-2-oxo-1-[2-(thiophen-2-yl)ethyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	389.45
317	COC(=O)C1=C(CF)N(CCc2cccs2)C(=O)NC1c1cocn1	methyl 6-(fluoromethyl)-4-(1,3-oxazol-4-yl)-2-oxo-1-[2-(thiophen-2-yl)ethyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate	365.38
318	COC(=O)C1=C(CF)N(Cc2ccccc2)C(=O)NC1c1ccc(N(C)C)cn1	methyl 1-benzyl-4-[5-(dimethylamino)pyridin-2-yl]-6-(fluoromethyl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	398.43
319	COC(=O)C1=C(CF)N(Cc2ccccc2)C(=O)NC1c1n[nH]c2ncccc12	methyl 1-benzyl-6-(fluoromethyl)-2-oxo-4-{1H-pyrazolo[3,4-b]pyridin-3-yl}-1,2,3,4-tetrahydropyrimidine-5-carboxylate	395.39
320	COC(=O)C1=C(CF)N(Cc2ccco2)C(=S)NC1c1c(C)noc1C	methyl 4-(3,5-dimethyl-1,2-oxazol-4-yl)-6-(fluoromethyl)-1-[(furan-2-yl)methyl]-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate	379.41
321	COC(=O)C1=C(c2ccn(C)n2)NC(=O)NC1c1ccc(OCCN(C)C)cc1	methyl 4-{4-[2-(dimethylamino)ethoxy]phenyl}-6-(1-methyl-1H-pyrazol-3-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	399.44
322	COC(=O)C1=C(c2cnn(C)c2)N(C)C(=O)NC1c1ccc(C(=O)OC)c(C)c1	methyl 4-[4-(methoxycarbonyl)-3-methylphenyl]-1-methyl-6-(1-methyl-1H-pyrazol-4-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	398.41
323	COC(=O)C1=C(c2cnn(C)c2)N(CC2CC2)C(=O)NC1c1cc(C)ccc1F	methyl 1-(cyclopropylmethyl)-4-(2-fluoro-5-methylphenyl)-6-(1-methyl-1H-pyrazol-4-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	398.43
324	COC(=O)C1=C(c2cnn(C)c2)NC(=O)NC1c1ccc(C(C)C)cc1F	methyl 4-[2-fluoro-4-(propan-2-yl)phenyl]-6-(1-methyl-1H-pyrazol-4-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	372.39
325	COC(=O)c1c(NC(=O)C2=C(C)NC(=S)NC2c2ccc(Cl)cc2)sc2c1CCC2		
326	COC(=O)c1c(NC(=O)C2=C(C)NC(=S)NC2c2ccc([N+](=O)[O-])cc2)sc2c1CCC2		
327	COC(=O)c1cc(OC)ccc1C1C2=C(CC(C)CNC2=O)N(C)C(=O)N1C	methyl 5-methoxy-2-{1,3,8-trimethyl-2,5-dioxo-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepin-4-yl}benzoate	387.43
328	COC(=O)c1cc(OC)ccc1C1NC(=S)NC2=C1C(=O)NC(C)(C)C2	methyl 2-{7,7-dimethyl-5-oxo-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-4-yl}-5-methoxybenzoate	375.44
329	COC(=O)c1ccc(C2NC(=S)NC(C)=C2C(=O)Nc2sc3c(c2C(=O)OC)CCC3)cc1		
330	COCCN1C(=O)NC(c2cccc3ncnn23)C(C(=O)OC(C)(C)C)=C1C	tert-butyl 1-(2-methoxyethyl)-6-methyl-2-oxo-4-{[1,2,4]triazolo[1,5-a]pyridin-5-yl}-1,2,3,4-tetrahydropyrimidine-5-carboxylate	387.43
331	COCCN1C(=S)NC(c2cncc(C(C)C)c2)C(C(=O)OC)=C1CF	methyl 6-(fluoromethyl)-1-(2-methoxyethyl)-4-[5-(propan-2-yl)pyridin-3-yl]-2-sulfanylidene-1,2,3,4-tetrahydropyrimidine-5-carboxylate	381.47
332	COCCOC(=O)C1=C(C)N(c2ccc3c(c2)OCO3)C(=O)NC1c1c(F)cccc1F		
333	COCCOC(=O)C1=C(C)N(c2cccc(C)c2)C(=S)NC1c1ccc(OCCC(=O)O)cc1		
334	COCCOC(=O)C1=C(C)N(c2ccccc2)C(=S)NC1c1ccccc1C		
335	COCCOC(=O)C1=C(C)NC(=O)NC1c1ccc(-c2ccccc2)s1		
336	COCCOC(=O)C1=C(C)NC(=S)NC1c1ccc(NC(C)=O)cc1		
337	COCCOC(=O)C1=C(C)NC(=S)NC1c1ccc(OC)c(OC)c1		
338	CON1CCC2=C(C1=O)C(c1cn[nH]c1)NC(=S)N2c1ccc(F)cc1F	1-(2,4-difluorophenyl)-6-methoxy-4-(1H-pyrazol-4-yl)-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-5-one	391.40
339	CON1CCC2=C(C1=O)C(c1cncn1C(C)C)NC(=O)N2Cc1ccccc1	1-benzyl-6-methoxy-4-[1-(propan-2-yl)-1H-imidazol-5-yl]-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	395.46
340	COc1cc(C2C3=C(CC(C)(C)NC3=O)N(C)C(=O)N2C)c(OC)c2c1CCC2	4-(4,7-dimethoxy-2,3-dihydro-1H-inden-5-yl)-1,3,7,7-tetramethyl-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	399.48
341	COc1cc(OC)c(C2NC(=S)N(c3ccccc3)C(C)=C2C(=O)Nc2cc(C)on2)cc1OC		
342	COc1ccc(C2C3=C(CC(C)CNC3=O)N(C)C(=O)N2C)c(C(F)(F)F)c1	4-[4-methoxy-2-(trifluoromethyl)phenyl]-1,3,8-trimethyl-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepine-2,5-dione	397.39
343	COc1ccc(C2NC(=S)N(C)C(C)=C2C(=O)Nc2ccccc2C)cc1		
344	COc1ccc(C2NC(=S)N(c3ccc(C)c(F)c3)C(C)=C2C(=O)Nc2cc(C)on2)cc1		
345	COc1ccc(C2NC(=S)N(c3ccc(Cl)cc3)C(C)=C2C(=O)Nc2cc(C)on2)cc1		
346	COc1ccc(C2NC(=S)N(c3cccc(C)c3)C(C)=C2C(=O)Nc2cc(C)on2)c(OC)c1		
347	COc1ccc(C2NC(=S)N(c3ccccc3OC)C(C)=C2C(=O)Nc2cc(C)on2)c(OC)c1		
348	COc1ccc(CN2C(=O)NC(c3cnnn3C)C(C(=O)OC(C)C)=C2C)cc1	propan-2-yl 1-[(4-methoxyphenyl)methyl]-6-methyl-4-(1-methyl-1H-1,2,3-triazol-5-yl)-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate	399.44
349	COc1ccc(N2C(=S)NC(c3ccc(C)cc3)C(C(=O)OC(C)C)=C2C)cc1OC		
350	COc1ccc(N2C(=S)NC(c3cccc(C)c3)C(C(=O)OC(C)C)=C2C)cc1OC		
351	COc1ccc(N2C(=S)NC(c3cccc(F)c3)C(C(=O)OC(C)C)=C2C)cc1OC		
352	COc1ccc(N2C(=S)NC(c3ccccc3OC)C(C(=O)Nc3cc(C)on3)=C2C)cc1		
353	COc1cccc(C2NC(=O)NC3=C2C(=O)N(OC)CC3)c1Br	4-(2-bromo-3-methoxyphenyl)-6-methoxy-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	382.21
354	COc1cccc(C2NC(=S)N(c3ccccc3)C(C)=C2C(=O)Nc2cc(C)on2)c1		
355	COc1ccccc1N1C(=S)NC(c2ccc(OC(F)F)cc2)C(C(=O)N(C)C)=C1C		
356	COc1ccccc1NC(=O)C1=C(C)N(C)C(=S)NC1c1ccc(Cl)cc1		
357	COc1ccccc1NC(=O)C1=C(C)N(C)C(=S)NC1c1cccc(F)c1		
358	C[C@@H]1CC2=C(C(=O)N1)C(c1cncc(C(=O)O)c1)NC(=O)N2Cc1cccs1	5-[(7R)-7-methyl-2,5-dioxo-1-[(thiophen-2-yl)methyl]-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-4-yl]pyridine-3-carboxylic acid	398.44
359	Cc1cc(C2NC(=S)N(C)C3=C2C(=O)NCCC3)sc1Cl	4-(5-chloro-4-methylthiophen-2-yl)-1-methyl-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepin-5-one	341.88
360	Cc1cc(C2NC(=S)N(C3CC3)C3=C2C(=O)OC3)cc2ccoc12	1-cyclopropyl-4-(7-methyl-1-benzofuran-5-yl)-2-sulfanylidene-1H,2H,3H,4H,5H,7H-furo[3,4-d]pyrimidin-5-one	340.40
361	Cc1cc(C2NC(=S)N(c3ccc4c(c3)OCO4)C3=C2C(=O)N[C@H](C)C3)no1	(7R)-1-(1,3-dioxaindan-5-yl)-7-methyl-4-(5-methyl-1,2-oxazol-3-yl)-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-5-one	398.44
362	Cc1cc(C2NC(=S)NC3=C2C(=O)NC(C)(C)C3)cc(C(F)(F)F)c1	7,7-dimethyl-4-[3-methyl-5-(trifluoromethyl)phenyl]-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-5-one	369.41
363	Cc1ccc(N2C(=O)NC(c3csnn3)C3=C2CCN(C2CC2)C3=O)cc1F	6-cyclopropyl-1-(3-fluoro-4-methylphenyl)-4-(1,2,3-thiadiazol-4-yl)-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	399.44
364	Cc1cnccc1C1NC(=S)N(c2ccccc2)C2=C1C(=O)N(C1CC1)CC2	6-cyclopropyl-4-(3-methylpyridin-4-yl)-1-phenyl-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidin-5-one	390.50
365	Cc1ncc(C2NC(=O)N(CCc3cccs3)C3=C2C(=O)NC(C)C3)c(N)n1	4-(4-amino-2-methylpyrimidin-5-yl)-7-methyl-1-[2-(thiophen-2-yl)ethyl]-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	398.48
366	Cc1sc2ccccc2c1C1NC(=O)N(CCF)C2=C1C(=O)NCCC2	1-(2-fluoroethyl)-4-(2-methyl-1-benzothiophen-3-yl)-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepine-2,5-dione	373.45
367	N#CCCN1C(=S)NC(c2ccccc2C#N)C2=C1CCCNC2=O	2-[1-(2-cyanoethyl)-5-oxo-2-sulfanylidene-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepin-4-yl]benzonitrile	351.43
368	O=C(O)COc1ccccc1C1NC(=O)N(C2CC2)C2=C1C(=O)NCCC2	2-(2-{1-cyclopropyl-2,5-dioxo-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepin-4-yl}phenoxy)acetic acid	371.39
369	O=C1NC2(CCC2)CC2=C1C(c1cnc(F)c(Cl)c1)NC(=S)N2C1CC1	4'-(5-chloro-6-fluoropyridin-3-yl)-1'-cyclopropyl-2'-sulfanylidene-2',3',4',5',6',8'-hexahydro-1'H-spiro[cyclobutane-1,7'-pyrido[4,3-d]pyrimidin]-5'-one	392.88
370	O=C1NCCC2=C1C(c1ccc(Cl)nc1F)NC(=O)N2Cc1cccs1	4-(6-chloro-2-fluoropyridin-3-yl)-1-[(thiophen-2-yl)methyl]-1H,2H,3H,4H,5H,6H,7H,8H-pyrido[4,3-d]pyrimidine-2,5-dione	392.84
371	O=C1NCCCC2=C1C(c1ccc(Cl)c3cccnc13)NC(=O)N2CC1CC1	4-(5-chloroquinolin-8-yl)-1-(cyclopropylmethyl)-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepine-2,5-dione	396.87
372	O=C1NCCCC2=C1C(c1nnc[nH]1)NC(=S)N2c1cccc(F)c1F	1-(2,3-difluorophenyl)-2-sulfanylidene-4-(4H-1,2,4-triazol-3-yl)-1H,2H,3H,4H,5H,6H,7H,8H,9H-pyrimido[5,4-c]azepin-5-one	376.39
